codigo_tuss,produto,produto_tratado,laboratorio,valor
90051882,ACIDO FUSIDICO + VAL. BETAMET. - GENERICO 20 MG/G + 1 MG/G C,ACIDO 20mg,EMS,37.81
90167813,ACIDO FUSIDICO + VALERATO DE BETAMETASONA - GENERICO 20 MG/G NOVA,ACIDO 20mg,QUIMICA,38.59
90287380,ACIDO FUSIDICO - GENERICO 20 MG/G CREME DERM. CT. BG. AL. X PRATI,ACIDO 20mg,DONADUZZI,28.55
90375084,ACIDO FUSIDICO - GENERICO CREME 20 MG/G BISN. 15 G NEO,ACIDO 15000mg,QUIMICA,29.8
90051890,ACIDO MEFENAMICO - GENERICO 500 MG. 2 BL. X 12 CPRS.,ACIDO 500mg,EMS,0.638
90370228,ACIDO MEFENAMICO - GENERICO 500 MG. 2 BL. X 12 CPRS.,ACIDO 500mg,GERMED,0.6393
90370210,ACIDO MEFENAMICO - GENERICO 500 MG. 2 BL. X 12 CPRS. GEN -,ACIDO 500mg,LEGRAND,0.6393
90316541,ACIDO MEFENAMICO - GENERICO 500 MG. BL. 12 CPRS.,ACIDO 500mg,MEDLEY,0.6372
90124618,ACIDO MEFENAMICO - GENERICO 500 MG. BL. 24 CPRS.,ACIDO 500mg,BIOSINTETICA,0.6276
90316550,ACIDO MEFENAMICO - GENERICO 500 MG. BL. 24 CPRS.,ACIDO 500mg,MEDLEY,0.638
90269993,ACIDO TRANEXAMICO - GENERICO (RESTRITO HOSP.) 50 MG/ML SOL.,ACIDO 50mg,HIPOLABOR,5.291
90051904,ACIDO TRANEXAMICO - GENERICO 250 MG. BL. 12 CPRS.,ACIDO 250mg,EMS,2.6648
90141776,ACIDO TRANEXAMICO - GENERICO 250 MG. BL. 12 CPRS. GEN -,ACIDO 250mg,LEGRAND,2.6648
90288149,ACIDO TRANEXAMICO - GENERICO 50 MG/ML SOL. INJ. CX. 5 AMPS. BLAU,ACIDO 50mg,FARM.,2.644
90288149,ACIDO TRANEXAMICO GEN.50MG/ML SOL.INJ.5AMP 5ML,ACIDO 250mg,BLAU,2.644
90396634,ACIDO VALPROICO - GENERICO 250 MG. 25 CAPS. GEL MOLE BIOLAB,ACIDO 250mg,GENERICOS,0.4636
90396634,ACIDO VALPROICO 250MG 25CAPS GEL.MOLE BIOLAB,ACIDO 250mg,GENERICOS,0.4636
90396677,ACIDO VALPROICO 576MG 50CPDS REV. BIOLAB,ACIDO 576mg,GENERICOS,0.7026
90430506,"ACIDO ZOLEDRONICO - GENERICO (ICMS 0%) (RESTRITO HOSP.) 0,8 M",ACIDO 0mg,MYLAN,803.34
90430514,"ACIDO ZOLEDRONICO - GENERICO (ICMS 0%) (RESTRITO HOSP.) 0,8 M",ACIDO 0mg,MYLAN,803.34
90430522,"ACIDO ZOLEDRONICO - GENERICO (ICMS 0%) (RESTRITO HOSP.) 0,8 M",ACIDO 0mg,MYLAN,803.341
90065832,ACIDO ZOLEDRONICO - GENERICO (ICMS 0%) (RESTRITO HOSP.) 4 MG,ACIDO 0mg,EUROFARMA,877.66
90300122,ACIDO ZOLEDRONICO - GENERICO (ICMS 0%) (RESTRITO HOSP.) 4 MG BLAU,ACIDO 0mg,FARM.,877.63
90300149,ACIDO ZOLEDRONICO - GENERICO (ICMS 0%) (RESTRITO HOSP.) 4 MG BLAU,ACIDO 0mg,FARM.,877.628
90380614,ACIDO ZOLEDRONICO - GENERICO (ICMS 0%) (RESTRITO HOSP.) 4 MG,ACIDO 0mg,SANDOZ,877.61
90278690,ACIDO ZOLEDRONICO - GENERICO (ICMS 0%) (RESTRITO HOSP.) 4 MG,ACIDO 0mg,TKS,342.95
90302699,ACIDO ZOLEDRONICO - GENERICO (ICMS 0%)(RESTRITO HOSP.) 4 MG.,ACIDO 0mg,CRISTALIA,348.04
90430522,"ACIDO ZOLEDRONICO 0,8MG/ML INJ.IV 10FA 5ML",ACIDO 4mg,MYLAN,803.341
90430514,"ACIDO ZOLEDRONICO 0,8MG/ML INJ.IV 4FA 5ML",ACIDO 4mg,MYLAN,803.34
90430506,"ACIDO ZOLEDRONICO 0,8MG/ML INJ.IV 5ML",ACIDO 4mg,MYLAN,803.34
90302699,ACIDO ZOLEDRONICO GEN.4MG PO LIOF.1FA,ACIDO 4mg,CRISTALIA,348.04
90298543,ACIDO ZOLEDRONICO GEN.4MG PO LIOF.INJ.10FA 10ML,ACIDO 4mg,ABL,358.218
90300149,ACIDO ZOLEDRONICO GEN.4MG SOL.INJ.10FA 5ML,ACIDO 4mg,BLAU,877.628
90300122,ACIDO ZOLEDRONICO GEN.4MG SOL.INJ.1FA 5ML,ACIDO 4mg,BLAU,877.63
90298543,ACIDO ZOLEDRONICO MONOIDRATADO - GENERICO (ICMS 0%)(RESTRITO,ACIDO 0mg,ABL,358.218
90025024,ACINIC 500 MG. 30 CPRS. LP BIOLAB,ACINIC 500mg,SANUS,1.4789
90025024,ACINIC 500MG 30CPDS LIB.PROLONG. BIOLAB,ACINIC 500mg,SANUS,1.4789
90301820,ACIVIRAX (*) 200 MG. 25 CPRS.,ACIVIRAX 200mg,CIFARMA,2.1812
90040597,ACIVIRAX CREME DERM. BISN. 10 G,ACIVIRAX 10000mg,CIFARMA,15.47
90169255,ACLASTA (ICMS 0%) 5 MG. 100 ML 1 X 1,ACLASTA 0mg,NOVARTIS,1759.69
90254961,ACNASE GEL 20 G,ACNASE 20000mg,AVERT,27.03
90384539,ACNOVA 10 MG. 6 BL. X 5 CAPS. GERMED,ACNOVA 10mg,PHARMA,2.1821
90235657,ACNOVA 20 MG. 6 BL. X 5 CAPS. GERMED,ACNOVA 20mg,PHARMA,4.0286
90184076,ACTEMRA (RESTRITO HOSP.) 20 MG/ML SOL. INJ. INFUS. IV CT. FA,ACTEMRA 20mg,ROCHE,673.35
90184050,ACTEMRA (RESTRITO HOSP.) 20 MG/ML SOL. INJ. INFUS. IV CT. FA,ACTEMRA 20mg,ROCHE,1683.38
90321812,ACTEMRA SC (RESTRITO HOSP.) 162 MG. SOL. INJ. SC. CT. 4 SER.,ACTEMRA 162mg,ROCHE,1131.065
90321812,"ACTEMRA SC 162MG SOL.INJ.4SER.PREENCH.0,9ML",ACTEMRA 162mg,ROCHE,1131.065
90304110,ACTIFEDRIN CX. 20 CPRS.,ACTIFEDRIN 20mg,FARMOQUIMICA,0.4435
90304241,ACTIFEDRIN VD. 100 ML. ELIXIR,ACTIFEDRIN 100mg,FARMOQUIMICA,9.2
90219562,ACTILYSE (ICMS 0%) (RESTRITO HOSP.) 10 MG. PO LIOF. INJ. CT. BOEHRINGER,ACTILYSE 0mg,INGELHEI,404.59
90219554,ACTILYSE (ICMS 0%) (RESTRITO HOSP.) 20 MG. PO LIOF. INJ. CT. BOEHRINGER,ACTILYSE 0mg,INGELHEI,809.19
90032586,ACTILYSE (ICMS 0%) (RESTRITO HOSP.) 50 MG. PO LIOF. INJ. CT. BOEHRINGER,ACTILYSE 0mg,INGELHEI,2022.99
90193393,ACTONEL 35 MG UMA VEZ POR SEMANA 35 MG 1 BL. AL/PVC INC X 4,ACTONEL 35mg,SANOFI-AVENTIS,33.725
90269365,ACTONEL CHRONOS 35 MG. 2 CPRS. REV. LIB. RETARD.,ACTONEL 35mg,SANOFI-AVENTIS,35.1
90269373,ACTONEL CHRONOS 35 MG. 4 CPRS. REV. LIB. RETARD.,ACTONEL 35mg,SANOFI-AVENTIS,35.0925
90269365,ACTONEL CHRONOS 35MG 2CPDS REV.LIB.RETARD.,ACTONEL 35mg,SANOFI-AVENTIS,35.1
90269373,ACTONEL CHRONOS 35MG 4CPDS REV.LIB.RETARD.,ACTONEL 35mg,SANOFI-AVENTIS,35.0925
90193385,ACTONEL UMA VEZ AO MES 150 MG. BL. 1 CPR. REV.,ACTONEL 150mg,SANOFI-AVENTIS,134.9
90359569,ACU FRESH SOL. OFT. 5 MG/ML. FR. 10 ML.,ACU 50mg,GEOLAB,16.02
90216822,ACULAR CMC - CX. 10 FLAC.,ACULAR 10mg,ALLERGAN,3.612
90216814,ACULAR CMC - CX. 20 FLAC.,ACULAR 20mg,ALLERGAN,3.614
90216830,ACULAR CMC - CX. 30 FLAC.,ACULAR 30mg,ALLERGAN,3.6101
90006224,ACULAR COL. 5 ML,ACULAR 5mg,ALLERGAN,50.19
90006240,ACULAR LS FR. 10 ML,ACULAR 10mg,ALLERGAN,80.29
90006259,ACULAR LS FR. 5 ML,ACULAR 5mg,ALLERGAN,40.16
90173805,AD-TIL FR. 10 ML. TAKEDA,AD-TIL 10mg,PHARMA,6.51
90216997,AD-TIL FR. 20 ML TAKEDA,AD-TIL 20mg,PHARMA,13.06
90288165,"ADACNE 1,0 MG/G GEL. CT. BG. PLAS. LAM. X 30 G",ADACNE 30000mg,GLENMARK,30.24
90090993,ADACNE CLIN 1 MG. GEL. BISN. 30 G,ADACNE 30000mg,GLENMARK,31.27
90091000,ADACNE CLIN 1 MG. GEL. GISN. 45 G,ADACNE 45000mg,GLENMARK,44.93
90247108,ADALAT 10 MG. 60 CAPS. GEL.,ADALAT 10mg,BAYER,0.5129
90247124,ADALAT OROS 20 MG. 30 CPRS.,ADALAT 20mg,BAYER,4.1429
90247132,ADALAT OROS 30 MG. 3 BL. X 5 CPRS.,ADALAT 30mg,BAYER,5.0699
90247140,ADALAT OROS 30 MG. 30 CPRS.,ADALAT 30mg,BAYER,5.0623
90247167,ADALAT OROS 60 MG. 30 CPRS.,ADALAT 60mg,BAYER,7.4555
90247175,ADALAT RETARD 10 MG. 30 CPRS. REV.,ADALAT 10mg,BAYER,0.7103
90051920,ADAPALENO - GENERICO 1 MG/G GEL BISN. 30 G,ADAPALENO 30000mg,EMS,48.2
90316584,ADAPALENO - GENERICO 1 MG/G GEL BISN. 30 G,ADAPALENO 30000mg,MEDLEY,40.99
90124626,ADAPALENO - GENERICO 1 MG/G GEL DERM. BISN. POLIET. 30 G,ADAPALENO 30000mg,BIOSINTETICA,45.04
90081307,ADAPALENO - GENERICO 1 MG/G GEL. BISN. 30 G,ADAPALENO 30000mg,GERMED,46.56
90150988,ADAPEL 1 MG/G GEL. BISN. PLAST. 20 G,ADAPEL 20000mg,MEDLEY,27.31
90418727,ADAPTA 150 MG. CT. BL. AL. PLAS. TRANS. X 30 CAPS. DURA LIB. CELLERA,ADAPTA 150mg,FARMA,2.9283
90418727,ADAPTA 150MG 30CAPS GEL.DURA LIB.PROL. CELLERA,ADAPTA 150mg,FARMA,2.9254
90418743,"ADAPTA 37,5MG 30CAPS GEL.DURA LIB.PROL. CELLERA",ADAPTA 37.5mg,FARMA,0.8815
90418743,"ADAPTA 37,5MG. CT. BL. AL. PLAS. TRANS. X 30 CAPS. DURA LIB. CELLERA",ADAPTA 37.5mg,FARMA,0.8823
90418735,ADAPTA 75 MG. CT. BL. AL. PLAS. TRANS. X 10 CAPS. DURA LIB. P CELLERA,ADAPTA 75mg,FARMA,2.065
90418719,ADAPTA 75 MG. CT. BL. AL. PLAS. TRANS. X 30 CAPS. DURA LIB. P CELLERA,ADAPTA 75mg,FARMA,2.0657
90418735,ADAPTA 75MG 10CAPS GEL.DURA LIB.PROL. CELLERA,ADAPTA 75mg,FARMA,2.065
90418719,ADAPTA 75MG 30CAPS GEL.DURA LIB.PROL. CELLERA,ADAPTA 75mg,FARMA,2.0636
90298047,ADCETRIS (RESTRITO HOSP.) 50 MG. PO LIOF. INJ. CX. 1 FA VD. TAKEDA,ADCETRIS 50mg,PHARMA,17607.04
90298047,ADCETRIS 50MG PO LIOF.INJ.1FA,ADCETRIS 50mg,TAKEDA,17607.04
90328000,ADDERA D3 1000 UI X 10 CAPS. MOLE MANTECORP,ADDERA 3mg,FARMASA,1.067
90328019,ADDERA D3 1000 UI X 30 CAPS. MOLE MANTECORP,ADDERA 3mg,FARMASA,1.1663
90288173,ADDERA D3 1000 UI X 30 CPRS. REV.,ADDERA 3mg,FARMASA,1.1652
90389506,ADDERA D3 10000 UI X 10 CAPS. MOLE MANTECORP,ADDERA 3mg,FARMASA,6.007
90389492,ADDERA D3 10000 UI X 10 CPRS. REV. MANTECORP,ADDERA 3mg,FARMASA,5.719
90389484,ADDERA D3 10000 UI X 4 CAPS. MOLE MANTECORP,ADDERA 3mg,FARMASA,8.01
90389476,ADDERA D3 10000 UI X 4 CPRS. REV. MANTECORP,ADDERA 3mg,FARMASA,7.6275
90389506,ADDERA D3 10000UI 10CAPS GEL.MOLE MANTECORP,ADDERA 3mg,FARMASA,6.007
90389492,ADDERA D3 10000UI 10CPDS REV. MANTECORP,ADDERA 3mg,FARMASA,5.719
90389484,ADDERA D3 10000UI 4CAPS GEL.MOLE MANTECORP,ADDERA 3mg,FARMASA,8.01
90389476,ADDERA D3 10000UI 4CPDS REV. MANTECORP,ADDERA 3mg,FARMASA,7.6275
90328000,ADDERA D3 1000UI 10CAPS GEL.MOLE MANTECORP,ADDERA 3mg,FARMASA,1.067
90328019,ADDERA D3 1000UI 30CAPS GEL.MOLE MANTECORP,ADDERA 3mg,FARMASA,1.1652
90288173,ADDERA D3 1000UI 30CPDS REV. MANTECORP,ADDERA 3mg,FARMASA,1.1652
90288190,ADDERA D3 50.000UI 4CPDS REV. MANTECORP,ADDERA 3mg,FARMASA,20.32
90389514,ADDERA D3 5000 UI X 30 CAPS. MOLE MANTECORP,ADDERA 3mg,FARMASA,2.283
90389530,ADDERA D3 5000 UI X 30 CPRS. REV. MANTECORP,ADDERA 3mg,FARMASA,2.0753
90438647,ADDERA D3 50000 UI 6 CPRS. REV. MANTECORP,ADDERA 3mg,FARMASA,18.4187
90438620,ADDERA D3 50000 UI 8 CPRS. REV. MANTECORP,ADDERA 3mg,FARMASA,16.7113
90389549,ADDERA D3 50000 UI X 10 CAPS. MOLE MANTECORP,ADDERA 3mg,FARMASA,16.969
90389557,ADDERA D3 50000 UI X 10 CPRS. REV. MANTECORP,ADDERA 3mg,FARMASA,16.004
90328035,ADDERA D3 50000 UI X 4 CAPS. MOLE MANTECORP,ADDERA 3mg,FARMASA,21.3225
90288190,ADDERA D3 50000 UI X 4 CPRS. REV.,ADDERA 3mg,FARMASA,20.32
90438655,ADDERA D3 50000 UI X 6 CAPS. MOLE MANTECORP,ADDERA 3mg,FARMASA,19.3872
90438639,ADDERA D3 50000 UI X 8 CAPS. MOLE MANTECORP,ADDERA 3mg,FARMASA,17.5913
90328035,ADDERA D3 50000UI 4CAPS GEL.MOLE MANTECORP,ADDERA 3mg,FARMASA,21.3225
90389514,ADDERA D3 5000UI 30CAPS GEL.MOLE MANTECORP,ADDERA 3mg,FARMASA,2.2807
90389530,ADDERA D3 5000UI 30CAPS REV. MANTECORP,ADDERA 3mg,FARMASA,2.0733
90356454,ADDERA D3 7000 UI X 10 CAPS. MOLE MANTECORP,ADDERA 3mg,FARMASA,4.8
90362110,ADDERA D3 7000 UI X 10 CPRS. REV. MANTECORP,ADDERA 3mg,FARMASA,3.99
90434404,ADDERA D3 7000 UI X 30 CAPS. MOLE MANTECORP,ADDERA 3mg,FARMASA,2.9157
90389468,ADDERA D3 7000 UI X 30 CPRS. REV. MANTECORP,ADDERA 3mg,FARMASA,2.9003
90328027,ADDERA D3 7000 UI X 4 CAPS. MOLE MANTECORP,ADDERA 3mg,FARMASA,7.185
90288181,ADDERA D3 7000 UI X 4 CPRS. REV.,ADDERA 3mg,FARMASA,5.6375
90356454,ADDERA D3 7000UI 10CAPS GEL.MOLE MANTECORP,ADDERA 3mg,FARMASA,4.8
90362110,ADDERA D3 7000UI 10CPDS REV. MANTECORP,ADDERA 3mg,FARMASA,3.99
90389468,ADDERA D3 7000UI 30CPDS REV. MANTECORP,ADDERA 3mg,FARMASA,2.8974
90328027,ADDERA D3 7000UI 4CAPS GEL.MOLE MANTECORP,ADDERA 3mg,FARMASA,7.185
90288181,ADDERA D3 7000UI 4CPDS REV. MANTECORP,ADDERA 3mg,FARMASA,5.6375
90260503,ADEFORTE AMP. 3 ML,ADEFORTE 3mg,GROSS,9.47
90260511,ADEFORTE CX. 25 AMPS.,ADEFORTE 25mg,GROSS,8.8696
90260490,ADEFORTE GOTAS FR. 15 ML,ADEFORTE 15mg,GROSS,51.65
90344413,"ADEMPAS 0,5 MG. CT. BL. AL. PLAS. TRANS. X 42 CPRS. REV.",ADEMPAS 0.5mg,BAYER,195.6653
90344413,"ADEMPAS 0,5MG 42CPDS REV.",ADEMPAS 0.5mg,BAYER,195.6653
90344430,"ADEMPAS 1,0 MG. CT. BL. AL. PLAS. TRANS. X 42 CPRS. REV.",ADEMPAS 1mg,BAYER,195.6653
90344430,"ADEMPAS 1,0MG 42CPDS REV.",ADEMPAS 1mg,BAYER,195.6653
90344456,"ADEMPAS 1,5 MG. CT. BL. AL. PLAS. TRANS. X 42 CPRS. REV.",ADEMPAS 1.5mg,BAYER,195.6653
90344464,"ADEMPAS 1,5 MG. CT. BL. AL. PLAS. TRANS. X 84 CPRS. REV.",ADEMPAS 1.5mg,BAYER,195.6655
90344456,"ADEMPAS 1,5MG 42CPDS REV.",ADEMPAS 1.5mg,BAYER,195.6653
90344464,"ADEMPAS 1,5MG 84CPDS REV.",ADEMPAS 1.5mg,BAYER,195.6655
90344472,"ADEMPAS 2,0 MG. CT. BL. AL. PLAS. TRANS. X 42 CPRS. REV.",ADEMPAS 2mg,BAYER,195.6653
90344480,"ADEMPAS 2,0 MG. CT. BL. AL. PLAS. TRANS. X 84 CPRS. REV.",ADEMPAS 2mg,BAYER,195.6655
90344472,"ADEMPAS 2,0MG 42CPDS REV.",ADEMPAS 2mg,BAYER,195.6653
90344480,"ADEMPAS 2,0MG 84CPDS REV.",ADEMPAS 2mg,BAYER,195.6655
90344499,"ADEMPAS 2,5 MG. CT. BL. AL. PLAS. TRANS. X 42 CPRS. REV.",ADEMPAS 2.5mg,BAYER,195.6653
90344502,"ADEMPAS 2,5 MG. CT. BL. AL. PLAS. TRANS. X 84 CPRS. REV.",ADEMPAS 2.5mg,BAYER,195.6655
90344499,"ADEMPAS 2,5MG 42CPDS REV.",ADEMPAS 2.5mg,BAYER,195.6653
90344502,"ADEMPAS 2,5MG 84CPDS REV.",ADEMPAS 2.5mg,BAYER,195.6655
90143787,ADENOCARD (RESTRITO HOSP.) 3 MG/ML 2 AMPS. X 2 ML,ADENOCARD 6mg,LIBBS,23.035
90143795,ADENOCARD (RESTRITO HOSP.) 3 MG/ML 50 AMPS. X 2 ML,ADENOCARD 6mg,LIBBS,16.235
90095731,ADENOSINA - GENERICO (RESTRITO HOSP.) 3 MG/ML SOL. INJ. CX.,ADENOSINA 3mg,HIPOLABOR,10.192
90390415,ADILOZ 600 BL. 10 CPRS. REV. SIGMA,ADILOZ 600mg,PHARMA,212.62
90390415,ADILOZ 600MG 10CPDS REV. SIGMA,ADILOZ 600mg,PHARMA,212.62
90002733,"ADINOS 0,5 MG/G GEL CREME CT. BG. AL. X 15 G",ADINOS 15000mg,ACHE,11.75
90002741,"ADINOS 0,5 MG/G GEL CREME CT. BG. AL. X 30 G",ADINOS 30000mg,ACHE,23.5
90216652,"ADINOS GEN 0,5 MG/G + 1,0 MG/G CREME BG. X 15 G",ADINOS 15000mg,ACHE,13.45
90216679,"ADINOS GEN 0,5 MG/G + 1.00 MG/G GEL BISN. X 30 G",ADINOS 30000mg,ACHE,27.73
90296591,ADIPEPT 20 MG. BL. 14 CPRS. REV.,ADIPEPT 20mg,ACHE,1.5794
90296605,ADIPEPT 20 MG. BL. 28 CPRS. REV.,ADIPEPT 20mg,ACHE,1.1231
90296583,ADIPEPT 20 MG. BL. 7 CPRS. REV.,ADIPEPT 20mg,ACHE,1.7577
90296591,ADIPEPT 20MG 14CPDS REV.,ADIPEPT 20mg,ACHE,1.5794
90296605,ADIPEPT 20MG 28CPDS REV.,ADIPEPT 20mg,ACHE,1.1231
90296583,ADIPEPT 20MG 7CPDS REV.,ADIPEPT 20mg,ACHE,1.7577
90296630,ADIPEPT 40 MG. BL. 14 CPRS. REV.,ADIPEPT 40mg,ACHE,1.3395
90296648,ADIPEPT 40 MG. BL. 28 CPRS. REV.,ADIPEPT 40mg,ACHE,1.1231
90296656,ADIPEPT 40 MG. BL. 42 CPRS. REV.,ADIPEPT 40mg,ACHE,0.9495
90296656,ADIPEPT 40 MG. BL. 42 CPRS. REV.,ADIPEPT 40mg,ACHE,0.9495
90296621,ADIPEPT 40 MG. BL. 7 CPRS. REV.,ADIPEPT 40mg,ACHE,1.7577
90296630,ADIPEPT 40MG 14CPDS REV.,ADIPEPT 40mg,ACHE,1.3395
90296648,ADIPEPT 40MG 28CPDS REV.,ADIPEPT 40mg,ACHE,1.1231
90296656,ADIPEPT 40MG 42CPDS REV.,ADIPEPT 40mg,ACHE,0.9491
90296621,ADIPEPT 40MG 7CPDS REV.,ADIPEPT 40mg,ACHE,1.7577
90247973,ADNAX FR. 20 ML,ADNAX 20mg,COSMED,11.3
90349466,"ADOLESS 0,60+0,15MG 3BL.28CPDS REV.",ADOLESS 0.6mg,FARMOQUIMICA,0.8432
90349466,ADOLESS CX. 3 BL. X 28 CPRS. REV.,ADOLESS 3mg,FARMOQUIMICA,0.8436
90130448,ADRIBLASTINA RD (RESTRITO HOSP.) 10 MG. FR. AMP.,ADRIBLASTINA 10mg,WYETH,43.89
90130456,ADRIBLASTINA RD (RESTRITO HOSP.) 50 MG. FR. AMP.,ADRIBLASTINA 50mg,WYETH,182.4
90246705,"ADVANTAN 0,1% LOCAO DERM. BISN. 20 G",ADVANTAN 20000mg,BAYER,59.35
90247078,ADVANTAN CR. DERM. BISN. 15 G,ADVANTAN 15000mg,BAYER,46.34
90246691,ADVANTAN SOL. TOP. FR. 20 ML,ADVANTAN 20mg,BAYER,63.47
90430301,ADVATE (RESTRITO HOSP.) 1000 UI PO LIOF. FA + FA DIL. 5 ML.,ADVATE 1000mg,SHIRE,3565.96
90430280,ADVATE (RESTRITO HOSP.) 250 UI PO LIOF. FA + FA DIL. 5 ML.,ADVATE 250mg,SHIRE,987.79
90430298,ADVATE (RESTRITO HOSP.) 500 UI PO LIOF. FA + FA DIL. 5 ML.,ADVATE 500mg,SHIRE,1876.76
90272080,ADVIL 200 MG. CX. 2 BL. X 10 CPRS. (20 CPRS.) WYETH,ADVIL 200mg,CONSUMER,1.0815
90272099,ADVIL 200 MG. CX. 50 BL. X 2 CPRS. (100 CPRS.) WYETH,ADVIL 200mg,CONSUMER,1.082
90272102,ADVIL 400 MG. CX. 12 BL. X 3 CAPS. (36 CAPS.) WYETH,ADVIL 400mg,CONSUMER,1.7495
90422589,ADVIL 400 MG. CX. 2 BL. X 10 CPRS. - IMP E NAC WYETH,ADVIL 400mg,CONSUMER,1.614
90422554,ADVIL 400 MG. CX. 8 CAPS. WYETH,ADVIL 400mg,CONSUMER,1.7075
90422600,ADVIL 400 MG. FR. 16 CAPS. WYETH,ADVIL 400mg,CONSUMER,1.7038
90422600,ADVIL 400MG 16CAPS GEL WYETH,ADVIL 400mg,CONSUMER,1.7038
90325044,AEBOL 100 MG. 3 BL. X 10 CPRS. REV. ZYDUS,AEBOL 100mg,NIKKHO,4.8818
90325044,AEBOL 100MG 3BLX10CPDS REV. ZYDUS,AEBOL 100mg,NIKKHO,4.8818
90325036,AEBOL 25 MG. 15 CPRS. REV. ZYDUS,AEBOL 25mg,NIKKHO,1.6248
90364040,AEBOL 25 MG. BL. 30 CPRS. REV. ZYDUS,AEBOL 25mg,NIKKHO,1.117
90325036,AEBOL 25MG 15CPDS REV. ZYDUS,AEBOL 25mg,NIKKHO,1.6248
90364040,AEBOL 25MG 30CPDS ZYDUS,AEBOL 25mg,NIKKHO,1.1159
90135105,AERODINI 100 MCG/DOSE AER X 200 SPRAY TEUTO,AERODINI 100mg,BRAS.,28.75
90312520,"AERODIVENT 0,25 MG/ML SOL. INAL. CT. FR. VD. GOT. X 20 ML. TEUTO",AERODIVENT 5mg,BRAS.,3.35
90312520,"AERODIVENT 0,25MG/ML SOL.INAL.20ML TEUTO",AERODIVENT 5mg,BRAS,3.35
90087836,AEROFLUX SOL. VD. 120 ML (EDULITO),AEROFLUX 120mg,GLAXOSMITHKLINE,13.77
90091027,AEROGOLD SPRAY 200 DOSES,AEROGOLD 200mg,GLENMARK,26.66
90087844,AEROLIN 2 MG. 20 CPRS.,AEROLIN 2mg,GLAXOSMITHKLINE,0.1975
90087852,AEROLIN 4 MG. CX. 20 CPRS.,AEROLIN 4mg,GLAXOSMITHKLINE,0.2895
90087860,"AEROLIN INJ. 0,5 MG. 5 AMPS. 1 ML.",AEROLIN 0.5mg,GLAXOSMITHKLINE,2.314
90087879,"AEROLIN SOL. NEB. 1 MG/ML 20 AMPS. PLAST. TRANS. X 2,5 ML",AEROLIN 2.5mg,GLAXOSMITHKLINE,0.653
90087917,AEROLIN SOL. NEB. FR. 10 ML.,AEROLIN 10mg,GLAXOSMITHKLINE,13.06
90087925,AEROLIN SPRAY 200 DOSES,AEROLIN 200mg,GLAXOSMITHKLINE,30.31
90087933,AEROLIN XPE FR. 120 ML. - SUGAR FREE,AEROLIN 120mg,GLAXOSMITHKLINE,8.27
90157141,AEROMED XPE. VD. 120 ML,AEROMED 120mg,MEDQUIMICA,8.26
90037685,AEROTRAT 2 MG/5 ML XPE. FR. 100 ML,AEROTRAT 2mg,CAZI,7.86
90037685,AEROTRAT 2 MG/5 ML XPE. FR. 100 ML,AEROTRAT 2mg,CAZI,7.86
90169263,AFINITOR 10 MG. 30 CP.,AFINITOR 10mg,NOVARTIS,355.6327
90236076,"AFINITOR 2,5 MG. 30 CP.",AFINITOR 2.5mg,NOVARTIS,88.9067
90169271,AFINITOR 5 MG. 30 CP.,AFINITOR 5mg,NOVARTIS,177.816
90135113,AFOPIC (RESTRITO HOSP.) 5 MG. BL. 100 CPRS. (HOSP.) TEUTO,AFOPIC 5mg,BRAS.,0.3742
90339207,AFOPIC 5 MG. CT. BL. AL/AL. X 20 CPRS. TEUTO,AFOPIC 5mg,BRAS.,0.374
90339207,AFOPIC 5MG BL.AL.20CPDS TEUTO,AFOPIC 5mg,BRAS,0.374
90348923,AFRAT 150 MG. CT. BL. AL.AL. X 1 CPR.,AFRAT 150mg,CRISTALIA,49.66
90348923,AFRAT 150 MG. CT. BL. AL.AL. X 1 CPR.,AFRAT 150mg,CRISTALIA,49.66
90348923,AFRAT 150MG 1CPD,AFRAT 150mg,CRISTALIA,49.66
90416376,"AFRIN 0,250 MG. SOL. NAS. CT. FR. PLAST. OPC. SPR. X 20 ML",AFRIN 0.25mg,BAYER,11.33
90416368,"AFRIN 0,5 MG. SOL. NAS. CT. FR. PLAS. OPC. SPR. X 30 ML",AFRIN 0.5mg,BAYER,16.23
90416422,"AFRIN 0,5 MG. SOL. NAS. CT. FR. PLAS. OPC. X 10 ML",AFRIN 0.5mg,BAYER,9.0
90416422,"AFRIN 0,5MG SPR.FR.10ML",AFRIN 0.5mg,BAYER,9.0
90340566,AFRIN AD. 12 H FR. 10 ML. MERCK SHARP &,AFRIN 12mg,DOHME,9.0
90340574,AFRIN AD. 12 H FR. 30 ML. MERCK SHARP &,AFRIN 12mg,DOHME,16.23
90340566,AFRIN ADU.12H 10ML MERCK,AFRIN 12mg,S.D.,9.0
90416368,AFRIN ADU.12H 30ML MERCK,AFRIN 12mg,S.D.,16.23
90340582,AFRIN PED. FR. 20 ML. MERCK SHARP &,AFRIN 20mg,DOHME,11.31
90416376,AFRIN PED.20ML MERCK,AFRIN 20mg,S.D.,11.33
90040600,AFTINE SUSP. ORAL 20 ML,AFTINE 20mg,CIFARMA,20.91
90169298,AGASTEN BLISTER 15 CPRS.,AGASTEN 15mg,NOVARTIS,1.388
90060393,AGLUCOSE 100 MG. 3 BL. X 10 CPRS. SIGMA,AGLUCOSE 100mg,PHARMA,1.2011
